Description,domain,gd,gd_val,q,q_val,um,um_val,geo,geo_val,country,search_source,source_val,expected_response,Accept-Language,id,User-Agent
Allocation mode 0,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test1,um,0,iptest,23.16.0.1,CA,,,bing.com,en-CA,2,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4192,um,7,iptest,2.143.255.255,ES,,,bing.com,eu-ES,4193,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4193,um,7,iptest,2.15.255.255,FR,,,bing.com,fr-FR,4194,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4194,um,7,iptest,2.31.255.255,GB,,,bing.com,en-GB,4195,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4195,um,7,iptest,2.47.255.255,IT,,,bing.com,it-IT,4196,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4196,um,7,iptest,1.0.31.255,JP,,,bing.com,ja-JP,4197,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4197,um,7,iptest,5.2.79.255,NL,,,bing.com,nl-NL,4198,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4198,um,7,iptest,14.1.63.255,NZ,,,bing.com,en-NZ,4199,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4199,um,7,iptest,31.31.128.1,BE,,,bing.com,be-BY,4200,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4200,um,7,iptest,5.44.127.255,CH,,,bing.com,fr-CH,4201,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4201,um,7,iptest,78.141.128.0,LU,,,bing.com,fr-CH,4202,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4202,um,7,iptest,5.100.176.1,NO,,,bing.com,nb-NO,4203,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4203,um,7,iptest,37.33.0.1,FI,,,bing.com,fi-FI,4204,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4204,um,7,iptest,2.248.0.1,SE,,,bing.com,sv-SE,4205,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4205,um,7,iptest,5.198.144.2,AT,,,bing.com,de-AT,4206,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4206,um,7,iptest,2.104.0.0,DK,,,bing.com,da-DK,4207,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4207,um,7,iptest,143.54.0.1,BR,,,bing.com,pt-BR,4208,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4208,um,7,iptest,1.22.0.1,IN,,,bing.com,as-IN,4209,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4209,um,8,iptest,23.16.0.1,CA,,,bing.com,en-CA,4210,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4210,um,8,iptest,3.0.0.1,US,,,bing.com,en-US,4211,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4211,um,8,iptest,1.43.255.255,AU,,,bing.com,en-AU,4212,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4212,um,8,iptest,2.175.255.255,DE,,,bing.com,de-DE,4213,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4213,um,8,iptest,2.143.255.255,ES,,,bing.com,eu-ES,4214,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4214,um,8,iptest,2.15.255.255,FR,,,bing.com,fr-FR,4215,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4215,um,8,iptest,2.31.255.255,GB,,,bing.com,en-GB,4216,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4216,um,8,iptest,2.47.255.255,IT,,,bing.com,it-IT,4217,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4217,um,8,iptest,1.0.31.255,JP,,,bing.com,ja-JP,4218,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4218,um,8,iptest,5.2.79.255,NL,,,bing.com,nl-NL,4219,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4219,um,8,iptest,14.1.63.255,NZ,,,bing.com,en-NZ,4220,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4220,um,8,iptest,31.31.128.1,BE,,,bing.com,be-BY,4221,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4221,um,8,iptest,5.44.127.255,CH,,,bing.com,fr-CH,4222,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4222,um,8,iptest,78.141.128.0,LU,,,bing.com,fr-CH,4223,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4223,um,8,iptest,5.100.176.1,NO,,,bing.com,nb-NO,4224,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4224,um,8,iptest,37.33.0.1,FI,,,bing.com,fi-FI,4225,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4225,um,8,iptest,2.248.0.1,SE,,,bing.com,sv-SE,4226,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4226,um,8,iptest,5.198.144.2,AT,,,bing.com,de-AT,4227,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4227,um,8,iptest,2.104.0.0,DK,,,bing.com,da-DK,4228,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4228,um,8,iptest,143.54.0.1,BR,,,bing.com,pt-BR,4229,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4229,um,8,iptest,1.22.0.1,IN,,,bing.com,as-IN,4230,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4230,um,99,iptest,23.16.0.1,CA,,,bing.com,en-CA,4231,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4231,um,99,iptest,3.0.0.1,US,,,bing.com,en-US,4232,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4232,um,99,iptest,1.43.255.255,AU,,,bing.com,en-AU,4233,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4233,um,99,iptest,2.175.255.255,DE,,,bing.com,de-DE,4234,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4234,um,99,iptest,2.143.255.255,ES,,,bing.com,eu-ES,4235,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4235,um,99,iptest,2.15.255.255,FR,,,bing.com,fr-FR,4236,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4236,um,99,iptest,2.31.255.255,GB,,,bing.com,en-GB,4237,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4237,um,99,iptest,2.47.255.255,IT,,,bing.com,it-IT,4238,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4238,um,99,iptest,1.0.31.255,JP,,,bing.com,ja-JP,4239,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4239,um,99,iptest,5.2.79.255,NL,,,bing.com,nl-NL,4240,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4240,um,99,iptest,14.1.63.255,NZ,,,bing.com,en-NZ,4241,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4241,um,99,iptest,31.31.128.1,BE,,,bing.com,be-BY,4242,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4242,um,99,iptest,5.44.127.255,CH,,,bing.com,fr-CH,4243,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4243,um,99,iptest,78.141.128.0,LU,,,bing.com,fr-CH,4244,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4244,um,99,iptest,5.100.176.1,NO,,,bing.com,nb-NO,4245,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4245,um,99,iptest,37.33.0.1,FI,,,bing.com,fi-FI,4246,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4246,um,99,iptest,2.248.0.1,SE,,,bing.com,sv-SE,4247,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4247,um,99,iptest,5.198.144.2,AT,,,bing.com,de-AT,4248,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4248,um,99,iptest,2.104.0.0,DK,,,bing.com,da-DK,4249,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4249,um,99,iptest,143.54.0.1,BR,,,bing.com,pt-BR,4250,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4250,um,99,iptest,1.22.0.1,IN,,,bing.com,as-IN,4251,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4251,um,0,iptest,2.52.0.0,IL,,,google.com,he-IL,4252,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4252,um,1,iptest,2.52.0.0,IL,,,google.com,he-IL,4253,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4253,um,2,iptest,2.52.0.0,IL,,,google.com,he-IL,4254,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4254,um,3,iptest,2.52.0.0,IL,,,google.com,he-IL,4255,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4255,um,4,iptest,2.52.0.0,IL,,,google.com,he-IL,4256,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4256,um,5,iptest,2.52.0.0,IL,,,google.com,he-IL,4257,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4257,um,6,iptest,2.52.0.0,IL,,,google.com,he-IL,4258,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4258,um,7,iptest,2.52.0.0,IL,,,google.com,he-IL,4259,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 6,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000140,q,test4259,um,8,iptest,2.52.0.0,IL,,,google.com,he-IL,4260,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4260,um,7,iptest,23.16.0.1,CA,,,bing.com,en-CA,4261,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4261,um,7,iptest,3.0.0.1,US,,,bing.com,en-US,4262,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4262,um,7,iptest,1.43.255.255,AU,,,bing.com,en-AU,4263,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4263,um,7,iptest,2.175.255.255,DE,,,bing.com,de-DE,4264,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4264,um,7,iptest,2.143.255.255,ES,,,bing.com,eu-ES,4265,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4265,um,7,iptest,2.15.255.255,FR,,,bing.com,fr-FR,4266,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4266,um,7,iptest,2.31.255.255,GB,,,bing.com,en-GB,4267,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4267,um,7,iptest,2.47.255.255,IT,,,bing.com,it-IT,4268,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4268,um,7,iptest,1.0.31.255,JP,,,bing.com,ja-JP,4269,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4269,um,7,iptest,5.2.79.255,NL,,,bing.com,nl-NL,4270,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4270,um,7,iptest,14.1.63.255,NZ,,,bing.com,en-NZ,4271,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4271,um,7,iptest,31.31.128.1,BE,,,bing.com,be-BY,4272,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4272,um,7,iptest,5.44.127.255,CH,,,bing.com,fr-CH,4273,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4273,um,7,iptest,78.141.128.0,LU,,,bing.com,fr-CH,4274,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4274,um,7,iptest,5.100.176.1,NO,,,bing.com,nb-NO,4275,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4275,um,7,iptest,37.33.0.1,FI,,,bing.com,fi-FI,4276,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4276,um,7,iptest,2.248.0.1,SE,,,bing.com,sv-SE,4277,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4277,um,7,iptest,5.198.144.2,AT,,,bing.com,de-AT,4278,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4278,um,7,iptest,2.104.0.0,DK,,,bing.com,da-DK,4279,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4279,um,7,iptest,143.54.0.1,BR,,,bing.com,pt-BR,4280,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4280,um,7,iptest,1.22.0.1,IN,,,bing.com,as-IN,4281,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4281,um,8,iptest,23.16.0.1,CA,,,bing.com,en-CA,4282,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4282,um,8,iptest,3.0.0.1,US,,,bing.com,en-US,4283,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4283,um,8,iptest,1.43.255.255,AU,,,bing.com,en-AU,4284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4284,um,8,iptest,2.175.255.255,DE,,,bing.com,de-DE,4285,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4285,um,8,iptest,2.143.255.255,ES,,,bing.com,eu-ES,4286,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4286,um,8,iptest,2.15.255.255,FR,,,bing.com,fr-FR,4287,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4287,um,8,iptest,2.31.255.255,GB,,,bing.com,en-GB,4288,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4288,um,8,iptest,2.47.255.255,IT,,,bing.com,it-IT,4289,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4289,um,8,iptest,1.0.31.255,JP,,,bing.com,ja-JP,4290,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 7,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT1000622,q,test4290,um,8,iptest,5.2.79.255,NL,,,bing.com,nl-NL,4291,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
